name,female,male,year
Ageeth,3,0,2016
Ageliki,4,0,2016
Ageta,4,0,2016
Aggeliki,3,0,2016
Aggelos,0,7,2016
Aggi,3,0,2016
Agha,0,8,2016
Agi,3,0,2016
Agica,3,0,2016
Agid,0,14,2016
Agilan,0,5,2016
Agim,0,910,2016
Agime,44,0,2016
Agisha,4,0,2016
Agisilaos,0,4,2016
Agit,0,49,2016
Agita,5,0,2016
Agithan,0,3,2016
Aglae,4,0,2016
Aglaia,54,0,2016
Aglaja,25,0,2016
Aglaé,16,0,2016
Agne,22,0,2016
Agnelo,0,13,2016
Agnes,6251,0,2016
Agnesa,439,0,2016
Agnese,528,0,2016
Agnessa,7,0,2016
Agneta,36,0,2016
Agnete,9,0,2016
Agnetha,6,0,2016
Agnez,0,3,2016
Agneza,19,0,2016
Agni,4,9,2016
Agnie,4,0,2016
Agnieska,6,0,2016
Agnieszka,801,0,2016
Agniia,4,0,2016
Agnija,4,0,2016
Agnije,11,0,2016
Agnita,3,0,2016
Agnès,1627,0,2016
Agnèse,3,0,2016
Agnés,8,0,2016
Ago,0,6,2016
Agon,0,299,2016
Agona,8,0,2016
Agonis,0,18,2016
Agonita,7,0,2016
Agop,0,11,2016
Agosthino,0,3,2016
Agostin,0,3,2016
Agostina,53,0,2016
Agostinha,53,0,2016
Agostinho,0,555,2016
Agostino,0,439,2016
Agoston,0,7,2016
Agota,24,0,2016
Agran,0,11,2016
Agricola,3,0,2016
Agrin,3,9,2016
Agripina,20,0,2016
Agripino,0,6,2016
Agrippina,86,0,2016
Agrippino,0,100,2016
Agron,0,918,2016
Agrone,3,0,2016
Agshayan,0,4,2016
Agueda,40,0,2016
Aguibou,0,3,2016
Aguida,4,0,2016
Aguinaldo,0,7,2016
Agung,0,6,2016
Agus,0,19,2016
Agush,0,22,2016
Agustin,0,184,2016
Agustina,72,0,2016
Agustín,0,16,2016
Agáta,3,0,2016
Agénor,0,13,2016
Ah,21,5,2016
Ahaan,0,3,2016
Ahad,0,11,2016
Ahalya,7,0,2016
Ahamed,0,11,2016
Ahana,7,0,2016
Aharon,0,15,2016
Ahash,0,14,2016
Ahcene,0,13,2016
Ahcène,0,13,2016
Ahed,4,3,2016
Ahferom,0,8,2016
Ahforom,0,3,2016
Ahgash,0,3,2016
Ahil,0,6,2016
Ahila,7,0,2016
Ahilan,0,12,2016
Ahileswary,3,0,2016
Ahin,13,0,2016
Ahinoa,3,0,2016
Ahlaam,4,0,2016
Ahlam,76,0,2016
Ahlame,3,0,2016
Ahlem,40,0,2016
Ahmad,0,1020,2016
Ahmadou,0,15,2016
Ahmadreza,0,5,2016
Ahmadshah,0,4,2016
Ahmadullah,0,6,2016
Ahmat,0,3,2016
Ahmed,0,2057,2016
Ahmed-Amine,0,3,2016
Ahmedije,9,0,2016
Ahmedin,0,12,2016
Ahmedina,3,0,2016
Ahmer,0,4,2016
Ahmet,0,1785,2016
Ahmetcan,0,8,2016
Ahmethan,0,3,2016
Ahmo,0,13,2016
Ahnaf,0,6,2016
Aho,0,4,2016
Ahoo,3,0,2016
Ahou,24,0,2016
Ahron,0,18,2016
Ahsan,0,15,2016
Ahsen,11,5,2016
Ahsena,5,0,2016
Ahti,0,4,2016
Ahu,17,0,2016
Ahuva,3,0,2016
Ai,79,5,2016
Aia,5,0,2016
Aiala,3,0,2016
Aian,0,11,2016
Aiana,7,0,2016
Aicha,278,0,2016
Aid,0,86,2016
Aida,1197,0,2016
Aidan,4,312,2016
Aidana,4,0,2016
Aidar,0,3,2016
Aidas,0,4,2016
Aide,15,0,2016
Aidee,4,0,2016
Aideen,5,0,2016
Aiden,4,172,2016
Aidin,0,14,2016
Aidy,3,0,2016
Aiga,3,0,2016
Aigerim,14,0,2016
Aigoul,3,0,2016
Aigul,10,0,2016
Aihua,11,0,2016
Aija,15,0,2016
Aijan,6,0,2016
Aijana,6,0,2016
Aijla,5,0,2016
Aik,0,6,2016
Aika,11,0,2016
Aikaterini,158,0,2016
Aiken,0,4,2016
Aiko,44,13,2016
Aila,120,0,2016
Ailada,4,0,2016
Ailan,0,4,2016
Ailana,3,0,2016
Ailani,3,0,2016
Ailbhe,3,0,2016
Aileen,375,0,2016
Aileena,4,0,2016
Aileene,3,0,2016
Ailen,7,0,2016
Aili,6,3,2016
Ailin,40,0,2016
Ailina,47,0,2016
Ailine,14,0,2016
Ailing,3,0,2016
Ailis,4,0,2016
Ailish,6,0,2016
Ailsa,15,0,2016
Ailton,0,12,2016
Ailyn,20,0,2016
Aimable,0,5,2016
Aimad,0,5,2016
Aiman,6,49,2016
Aimar,0,13,2016
Aimara,5,0,2016
Aime,6,12,2016
Aimee,90,0,2016
Aimen,0,25,2016
Aimeric,0,7,2016
Aimery,0,5,2016
Aimi,11,0,2016
Aimie,10,0,2016
Aimilia,7,0,2016
Aimo,0,31,2016
Aimone,0,7,2016
Aimy,21,0,2016
Aimé,5,200,2016
Aimée,315,0,2016
Ain,0,3,2016
Aina,155,4,2016
Ainagul,3,0,2016
Ainara,51,0,2016
Aine,9,0,2016
Aingaran,0,7,2016
Aingkaran,0,3,2016
Ainhoa,177,0,2016
Aini,3,0,2016
Ainkaran,0,4,2016
Aino,44,0,2016
Ainoa,82,0,2016
Ainoha,18,0,2016
Ainsley,5,0,2016
Ainur,4,0,2016
Ainura,4,0,2016
Aiola,5,0,2016
Aiping,7,0,2016
Aira,34,3,2016
Aireen,3,0,2016
Aires,0,66,2016
Airi,11,0,2016
Airin,9,0,2016
Airon,0,4,2016
Airton,0,5,2016
Aisa,57,0,2016
Aisatou,4,0,2016
Aischa,98,0,2016
Aische,6,0,2016
Aise,16,0,2016
Aisea,0,4,2016
Aisha,541,0,2016
Aishah,8,0,2016
Aishat,5,0,2016
Aishe,17,0,2016
Aishi,3,0,2016
Aishwarya,11,0,2016
Aisling,18,0,2016
Aislinn,12,0,2016
Aisosa,0,4,2016
Aissa,5,23,2016
Aissam,0,7,2016
Aissata,17,0,2016
Aissatou,45,0,2016
Aiste,14,0,2016
Aisté,3,0,2016
Aisulu,3,0,2016
Aisuluu,3,0,2016
Aiswarya,3,0,2016
Aita,95,0,2016
Aitan,4,0,2016
Aitana,57,0,2016
Aitor,0,81,2016
Aiva,3,0,2016
Aivars,0,3,2016
Aiven,0,5,2016
Aivy,5,0,2016
Aiwen,3,0,2016
Aixa,7,0,2016
Aiya,8,0,2016
Aiyana,111,0,2016
Aiysha,4,0,2016
Aiza,21,0,2016
Aizhan,11,0,2016
Aja,15,0,2016
Ajai,0,5,2016
Ajala,3,0,2016
Ajan,0,526,2016
Ajana,167,0,2016
Ajani,0,3,2016
Ajanth,0,7,2016
Ajantha,25,0,2016
Ajanthan,0,35,2016
Ajanthini,5,0,2016
Ajar,0,6,2016
Ajas,0,7,2016
Ajay,0,83,2016
Ajaz,0,6,2016
Ajda,24,0,2016
Ajdan,0,4,2016
Ajdar,0,14,2016
Ajdin,0,245,2016
Ajdina,16,0,2016
Ajeeban,0,3,2016
Ajeesh,0,5,2016
Ajeevan,0,5,2016
Ajela,3,0,2016
Ajenth,0,3,2016
Ajesh,0,3,2016
Ajet,0,156,2016
Ajeta,6,0,2016
Ajete,122,0,2016
Ajetja,6,0,2016
Ajey,0,4,2016
Ajfer,8,0,2016
Ajfere,4,0,2016
Ajgjul,3,0,2016
Ajhan,0,12,2016
Ajhane,4,0,2016
Aji,0,3,2016
Ajida,9,0,2016
Ajin,4,5,2016
Ajina,4,0,2016
Ajinth,0,6,2016
Ajinthan,0,5,2016
Ajisa,22,0,2016
Ajish,0,6,2016
Ajit,0,16,2016
Ajith,0,34,2016
Ajitha,14,0,2016
Ajithan,0,10,2016
Ajithkumar,0,4,2016
Ajivan,0,3,2016
Ajiz,0,3,2016
Ajka,44,0,2016
Ajkuna,13,0,2016
Ajkune,7,0,2016
Ajla,523,0,2016
Ajlan,4,11,2016
Ajlana,4,0,2016
Ajlena,3,0,2016
Ajlin,81,0,2016
Ajlina,109,0,2016
Ajlinda,14,0,2016
Ajlja,8,0,2016
Ajljin,3,0,2016
Ajmal,0,25,2016
Ajman,3,6,2016
Ajmane,17,0,2016
Ajmir,0,3,2016
Ajmon,12,0,2016
Ajmone,41,0,2016
Ajna,88,0,2016
Ajne,29,0,2016
Ajnet,5,0,2016
Ajni,0,6,2016
Ajnisa,4,0,2016
Ajnisha,14,0,2016
Ajnishah,11,0,2016
Ajnishahe,20,0,2016
Ajnur,47,19,2016
Ajnure,50,0,2016
Ajnurka,4,0,2016
Ajola,14,0,2016
Ajra,21,0,2016
Ajradin,0,20,2016
Ajredin,0,17,2016
Ajri,0,14,2016
Ajrie,3,0,2016
Ajrija,18,0,2016
Ajrije,70,0,2016
Ajrina,3,0,2016
Ajriz,0,21,2016
Ajrula,0,19,2016
Ajrulla,0,4,2016
Ajrus,0,11,2016
Ajrush,0,14,2016
Ajsa,94,0,2016
Ajse,87,0,2016
Ajsel,16,0,2016
Ajsela,19,0,2016
Ajsen,3,0,2016
Ajser,38,0,2016
Ajsera,6,0,2016
Ajsere,11,0,2016
Ajsha,41,0,2016
Ajshe,394,0,2016
Ajshë,3,0,2016
Ajsun,7,0,2016
Ajtana,3,0,2016
Ajten,70,0,2016
Ajtena,4,0,2016
Ajtene,60,0,2016
Ajuni,3,0,2016
Ajup,0,3,2016
Ajvas,0,3,2016
Ajvaz,0,22,2016
Ajza,5,0,2016
Aka,0,4,2016
Akaki,0,3,2016
Akakpo,0,3,2016
Akalya,16,0,2016
Akam,0,3,2016
Akan,0,4,2016
Akane,9,0,2016
Akanksha,7,0,2016
Akar,0,7,2016
Akaran,0,4,2016
Akari,11,0,2016
Akash,0,63,2016
Akasha,4,0,2016
Akasya,5,0,2016
Akay,0,20,2016
Akbar,0,53,2016
Akberet,68,0,2016
Akchaya,4,0,2016
Ake,0,12,2016
Akeel,0,4,2016
Akeem,0,4,2016
Akela,3,0,2016
Akemi,25,0,2016
Akezhan,0,3,2016
Akgül,10,0,2016
Akhil,0,18,2016
Akhila,4,0,2016
Akhilesh,0,4,2016
Akhmed,0,3,2016
Akhtar,4,14,2016
Aki,26,44,2016
Akibe,3,0,2016
Akid,0,6,2016
Akie,5,0,2016
Akif,0,76,2016
Akihiro,0,3,2016
Akihito,0,3,2016
Akija,0,11,2016
Akije,5,0,2016
Akik,0,9,2016
Akika,3,0,2016
Akiko,100,0,2016
Akil,0,36,2016
Akila,26,0,2016
Akilan,0,21,2016
Akilash,0,4,2016
Akile,15,0,2016
Akilje,4,0,2016
Akim,0,63,2016
Akima,4,0,2016
Akime,3,0,2016
Akimi,4,0,2016
Akin,0,106,2016
Akina,9,0,2016
Akio,0,13,2016
Akira,17,55,2016
Akiro,0,3,2016
Akis,0,3,2016
Akish,0,5,2016
Akisha,4,0,2016
Akishan,0,6,2016
Akissi,17,0,2016
Akit,0,3,2016
Akitaka,0,3,2016
Akito,0,7,2016
Akiva,0,6,2016
Akjif,0,18,2016
Akjim,0,6,2016
Akjime,7,0,2016
Akke,3,0,2016
Akkiz,3,0,2016
Akli,0,3,2016
Aklilu,0,48,2016
Akmal,0,10,2016
Akmaral,4,0,2016
Ako,3,11,2016
Akoko,4,0,2016
Akos,0,45,2016
Akossiwa,13,0,2016
Akosua,8,0,2016
Akou,10,0,2016
Akoua,6,0,2016
Akouavi,10,0,2016
Akouba,3,0,2016
Akouele,3,0,2016
Akouvi,22,0,2016
Akouété,0,3,2016
Akram,15,142,2016
Akrem,0,6,2016
Aksa,5,0,2016
Aksajan,0,3,2016
Aksana,29,0,2016
Aksaran,0,4,2016
Aksaya,9,0,2016
Aksayan,0,5,2016
Aksel,3,50,2016
Aksentije,0,3,2016
Aksha,8,0,2016
Akshai,0,5,2016
Akshaj,0,7,2016
Akshajan,0,7,2016
Akshan,0,4,2016
Akshana,13,0,2016
Akshara,23,0,2016
Aksharan,0,4,2016
Akshat,0,3,2016
Akshatha,3,0,2016
Akshay,0,28,2016
Akshaya,38,0,2016
Akshayan,0,11,2016
Akshit,0,3,2016
Akshita,3,0,2016
Akshiya,4,0,2016
Aksika,3,0,2016
Aksinja,3,0,2016
Akter,4,0,2016
Aku,0,3,2016
Akua,6,0,2016
Akul,0,3,2016
Akvile,6,0,2016
Akvilé,3,0,2016
Akwasi,0,5,2016
Akyar,4,0,2016
Al,4,44,2016
Al-Amin,0,3,2016
Ala,54,18,2016
Ala'a,3,0,2016
Alaa,70,91,2016
Alaaddin,0,11,2016
Alaattin,0,14,2016
Aladar,0,10,2016
Aladdin,0,10,2016
Aladin,0,86,2016
Aladino,0,11,2016
Aladár,0,5,2016
Alae,5,5,2016
Alaeddin,0,5,2016
Alaeddine,0,6,2016
Alaedin,0,6,2016
Alaettin,0,10,2016
Alaga,0,8,2016
Alagie,0,3,2016
Alaia,14,0,2016
Alaide,5,0,2016
Alain,0,10817,2016
Alain-Claude,0,4,2016
Alain-Michel,0,4,2016
Alain-Philippe,0,4,2016
Alain-Pierre,0,10,2016
Alaina,9,0,2016
Alaja,3,0,2016
Alajdin,0,25,2016
Alajos,0,5,2016
Alam,0,16,2016
Alamea,9,0,2016
Alamgir,0,8,2016
Alamin,0,12,2016
Alamir,0,3,2016
Alamo,0,3,2016
Alan,0,2162,2016
Alana,215,0,2016
Alanah,16,0,2016
Aland,0,26,2016
Alane,0,3,2016
Alani,15,0,2016
Alanis,46,0,2016
Alann,0,7,2016
Alanna,22,0,2016
Alannah,22,0,2016
Alano,0,8,2016
Alanood,3,0,2016
Alanoud,5,0,2016
Alanya,6,0,2016
Alara,61,0,2016
Alaric,0,15,2016
Alarich,0,5,2016
Alarico,0,5,2016
Alasan,0,3,2016
Alasdair,0,23,2016
Alassana,0,5,2016
Alassane,0,22,2016
Alastair,0,60,2016
Alattin,0,6,2016
Alauddin,0,3,2016
Alaudin,0,14,2016
Alawia,4,0,2016
Alay,0,7,2016
Alaya,33,0,2016
Alayah,6,0,2016
Alayna,7,0,2016
Alaz,0,9,2016
Alazar,0,26,2016
Alaïa,7,0,2016
Alaïs,14,0,2016
Alb,0,6,2016
Alba,923,0,2016
Albachiara,4,0,2016
Alban,0,1181,2016
Albana,356,0,2016
Albane,180,0,2016
Albania,7,0,2016
Albanik,0,4,2016
Albanit,0,3,2016
Albanita,7,0,2016
Albano,0,175,2016
Albanor,0,9,2016
Albanota,3,0,2016
Albara,0,3,2016
Albarosa,3,0,2016
Albatrit,0,18,2016
Albeiro,0,3,2016
Albena,48,0,2016
Albenisa,3,0,2016
Albenit,0,3,2016
Albenita,19,0,2016
Alber,0,9,2016
Alberic,0,5,2016
Alberico,0,27,2016
Alberigo,0,3,2016
Alberije,20,0,2016
Alberik,0,5,2016
Alberim,0,10,2016
Alberin,0,5,2016
Alberina,64,0,2016
Alberino,0,6,2016
Alberita,29,0,2016
Albert,0,8790,2016
Alberta,173,0,2016
Alberte,49,0,2016
Albertha,3,0,2016
Albertina,355,0,2016
Albertine,166,0,2016
Albertino,0,83,2016
Alberto,0,3519,2016
Alberts,0,3,2016
Albertus,0,37,2016
Albes,0,13,2016
Albesa,53,0,2016
Albesjan,0,3,2016
Albetrit,0,3,2016
Albi,0,56,2016
Albian,0,56,2016
Albiana,44,0,2016
Albijan,0,16,2016
Albijana,18,0,2016
Albijon,0,50,2016
Albijona,26,0,2016
Albim,0,5,2016
Albin,0,1368,2016
Albina,843,0,2016
Albine,38,0,2016
Albino,0,415,2016
Albinos,0,3,2016
Albinot,0,28,2016
Albinus,0,19,2016
Albinë,4,0,2016
Albion,0,317,2016
Albiona,160,0,2016
Albione,3,0,2016
Albiosa,3,0,2016
Albis,0,4,2016
Albison,0,3,2016
Albjon,0,4,2016
Albjona,6,0,2016
Albnor,0,24,2016
Albnora,34,0,2016
Albnore,4,0,2016
Albolena,9,0,2016
Albon,0,9,2016
Albona,17,0,2016
Albone,8,0,2016
Albonit,0,5,2016
Alborz,0,4,2016
Albrecht,0,291,2016
Albresa,7,0,2016
Albresha,4,0,2016
Albrik,0,9,2016
Albrim,0,59,2016
Albrin,0,3,2016
Albrina,4,0,2016
Albulen,3,12,2016
Albulena,528,0,2016
Albulene,11,0,2016
Albulenë,17,0,2016
Albuljena,3,0,2016
Albunit,0,6,2016
Alby,0,9,2016
Albéric,0,22,2016
Albérico,0,4,2016
Albërim,0,3,2016
Alceo,0,13,2016
Alceu,0,4,2016
Alcide,3,44,2016
Alcides,0,119,2016
Alcidia,13,0,2016
Alcidio,0,17,2016
Alcina,108,0,2016
Alcinda,21,0,2016
Alcindo,0,19,2016
Alcino,0,119,2016
Alcione,5,0,2016
Alcira,10,0,2016
Alcídia,3,0,2016
Alcídio,0,4,2016
Alda,418,0,2016
Aldana,10,0,2016
Aldar,0,9,2016
Aldara,4,0,2016
Aldea,4,0,2016
Alden,0,15,2016
Aldenice,6,0,2016
Aldi,0,5,2016
Aldian,0,6,2016
Aldiana,14,0,2016
Aldijana,51,0,2016
Aldin,0,353,2016
Aldina,246,0,2016
Aldine,7,0,2016
Aldino,0,30,2016
Aldion,0,28,2016
Aldis,0,3,2016
Aldisa,3,0,2016
Aldiva,9,0,2016
Aldjia,6,0,2016
Aldo,0,2110,2016
Aldon,0,9,2016
Aldona,52,0,2016
Aldor,0,4,2016
Aldous,0,3,2016
Aldric,0,18,2016
Aldrik,0,3,2016
Aldrin,0,57,2016
Aldrina,5,0,2016
Aldrit,0,5,2016
Aldwin,0,4,2016
Ale,0,15,2016
Alea,682,0,2016
Aleah,14,0,2016
Aleana,5,0,2016
Aleandra,10,0,2016
Aleandro,0,107,2016
Aleano,0,3,2016
Aleardo,0,50,2016
Alec,0,504,2016
Alecia,13,0,2016
Aleck,0,6,2016
Alecsander,0,4,2016
Aled,0,5,2016
Aledin,0,5,2016
Aleeke,0,4,2016
Aleem,0,7,2016
Aleen,6,0,2016
Aleena,28,0,2016
Aleesha,3,0,2016
Aleeza,7,0,2016
Alef,0,4,2016
Alegra,13,0,2016
Alegria,14,0,2016
Aleh,0,4,2016
Alehandro,0,4,2016
Aleida,25,0,2016
Aleina,19,0,2016
Aleix,0,16,2016
Aleixo,0,6,2016
Aleja,18,0,2016
Alejandra,380,0,2016
Alejandrina,20,0,2016
Alejandro,0,1343,2016
Alejna,211,0,2016
Alejo,0,14,2016
Alek,0,38,2016
Aleka,3,0,2016
Alekos,0,5,2016
Aleks,0,81,2016
Aleksa,8,239,2016
Aleksandar,0,2439,2016
Aleksander,0,301,2016
Aleksandr,0,123,2016
Aleksandra,1920,0,2016
Aleksandre,0,7,2016
Aleksandrina,3,0,2016
Aleksandro,0,9,2016
Aleksandrs,0,30,2016
Aleksandër,0,3,2016
Aleksei,0,49,2016
Aleksej,0,111,2016
Aleksejs,0,8,2016
Aleksey,0,22,2016
Aleksi,0,24,2016
Aleksia,13,0,2016
Aleksija,26,0,2016
Aleksis,0,8,2016
Alem,40,127,2016
Alema,25,0,2016
Alemayehu,0,8,2016
Alemin,0,6,2016
Alemina,4,0,2016
Alemitu,4,0,2016
Alemka,3,0,2016
Alemsa,6,0,2016
Alemseged,0,4,2016
Alemsha,4,0,2016
Alemtsehay,6,0,2016
Alemtshay,3,0,2016
Alen,0,744,2016
Alena,1608,0,2016
Alend,0,19,2016
Alenda,5,0,2016
Alene,5,0,2016
Alenia,14,0,2016
Alenja,6,0,2016
Alenka,72,0,2016
Alenya,3,0,2016
Aleon,0,3,2016
Aleria,7,0,2016
Alerio,0,11,2016
Ales,0,76,2016
Alesa,9,0,2016
Alesander,0,3,2016
Alesandra,17,0,2016
Alesandro,0,22,2016
Alesch,0,19,2016
Alesha,9,0,2016
Alesia,61,0,2016
Alesio,0,5,2016
Alessa,136,0,2016
Alessander,0,3,2016
Alessandra,3311,0,2016
Alessandre,0,3,2016
Alessandrina,31,0,2016
Alessandro,0,8586,2016
Alessia,5333,0,2016
Alessia-Maria,3,0,2016
Alessio,0,3922,2016
Alessja,14,0,2016
Alessya,19,0,2016
Alesya,13,0,2016
Aleta,8,0,2016
Aleth,5,0,2016
Aletha,4,0,2016
Alethea,5,0,2016
Aletta,22,0,2016
Alette,3,0,2016
Alev,110,4,2016
Alevtina,21,0,2016
Alex,18,5552,2016
Alexa,621,0,2016
Alexan,0,5,2016
Alexandar,0,59,2016
Alexander,0,13667,2016
Alexandr,0,79,2016
Alexandra,13166,0,2016
Alexandra-Cristina,3,0,2016
Alexandra-Daniela,3,0,2016
Alexandra-Elena,4,0,2016
Alexandra-Gabriela,3,0,2016
Alexandra-Ioana,6,0,2016
Alexandra-Maria,6,0,2016
Alexandre,0,9594,2016
Alexandrea,4,0,2016
Alexandria,31,0,2016
Alexandrin,3,0,2016
Alexandrina,142,0,2016
Alexandrine,93,0,2016
Alexandrino,0,16,2016
Alexandro,0,143,2016
Alexandros,0,350,2016
Alexandru,0,214,2016
Alexandru-Ionut,0,3,2016
Alexandru-Stefan,0,5,2016
Alexane,50,0,2016
Alexanne,3,0,2016
Alexanter,0,3,2016
Alexe,7,0,2016
Alexei,0,96,2016
Alexej,0,102,2016
Alexey,0,233,2016
Alexeï,0,7,2016
Alexi,6,118,2016
Alexia,1704,0,2016
Alexian,0,7,2016
Alexiane,53,0,2016
Alexianne,4,0,2016
Alexie,29,0,2016
Alexina,8,0,2016
Alexine,42,0,2016
Alexio,0,11,2016
Alexios,0,29,2016
Alexis,80,2359,2016
Alexius,0,59,2016
Alexja,3,0,2016
Alexsandar,0,7,2016
Alexsander,0,15,2016
Alexsandra,33,0,2016
Alexsandro,0,17,2016
Alexy,0,55,2016
Alexya,9,0,2016
Alexys,0,6,2016
Aleya,27,0,2016
Aleyah,10,0,2016
Aleyamma,15,0,2016
Aleyda,11,0,2016
Aleykutty,8,0,2016
Aleyna,302,0,2016
Alf,0,43,2016
Alfa,17,9,2016
Alfea,3,0,2016
Alfeo,0,13,2016
Alfia,49,0,2016
Alfie,0,12,2016
Alfieri,0,4,2016
Alfiero,0,15,2016
Alfina,16,0,2016
Alfio,0,398,2016
Alfiya,5,0,2016
Alfons,0,1177,2016
Alfonsa,40,0,2016
Alfonsina,131,0,2016
Alfonsino,0,9,2016
Alfonso,0,870,2016
Alfonz,0,4,2016
Alfred,0,14854,2016
Alfreda,47,0,2016
Alfredina,13,0,2016
Alfredo,0,1479,2016
Alfrid,0,4,2016
Alfrida,9,0,2016
Alfried,0,7,2016
Alfréd,0,3,2016
Alga,6,0,2016
Alganesh,30,0,2016
Algirdas,0,3,2016
Algisa,3,0,2016
Alhagi,0,3,2016
Alhagie,0,9,2016
Alhaji,0,7,2016
Alham,4,0,2016
Alhan,3,0,2016
Alhassan,0,3,2016
Alhassane,0,14,2016
Alhena,8,0,2016
Alhida,3,0,2016
Ali,10,6055,2016
Ali-Can,0,3,2016
Ali-Reza,0,7,2016
Alia,333,0,2016
Aliaa,9,0,2016
Aliah,36,0,2016
Aliakbar,0,9,2016
Aliaksandr,0,21,2016
Aliaksandra,5,0,2016
Aliaksei,0,13,2016
Alian,0,4,2016
Aliana,23,0,2016
Aliane,5,0,2016
Alianna,3,0,2016
Alias,0,4,2016
Aliasghar,0,4,2016
Alibaba,0,3,2016
Aliber,0,3,2016
Alic,0,6,2016
Alica,51,0,2016
Alican,0,55,2016
Alice,12189,0,2016
Alice-Marie,3,0,2016
Alicem,0,8,2016
Alicha,5,0,2016
Alicia,2998,0,2016
Alicija,3,0,2016
Alicja,237,0,2016
Alick,0,4,2016
Alicya,16,0,2016
Alida,303,0,2016
Alidad,0,5,2016
Alide,41,0,2016
Alidin,0,4,2016
Alido,0,3,2016
Alie,12,0,2016
Aliekber,0,10,2016
Aliena,64,0,2016
Alienor,6,0,2016
Alieren,0,3,2016
Aliete,3,0,2016
Aliette,44,0,2016
Alieu,0,19,2016
Alif,4,3,2016
Alifa,5,0,2016
Alifekri,0,7,2016
Alifet,0,5,2016
Aligi,0,3,2016
Aligül,0,4,2016
Alihan,0,20,2016
Alihaydar,0,3,2016
Aliia,4,0,2016
Aliisa,4,0,2016
Alija,57,191,2016
Alijah,3,0,2016
Alijan,0,7,2016
Alijana,4,0,2016
Alije,154,0,2016
Alijja,3,0,2016
Alik,0,16,2016
Alika,17,0,2016
Alikhan,0,7,2016
Aliki,61,0,2016
Aliksan,0,4,2016
Alil,0,55,2016
Alila,3,0,2016
Alim,0,85,2016
Alima,29,0,2016
Aliman,0,3,2016
Alimata,3,0,2016
Alimatou,6,0,2016
Alime,49,0,2016
Alimou,0,6,2016
Alin,83,50,2016
Alina,5506,0,2016
Alina-Elena,5,0,2016
Alina-Florina,3,0,2016
Alina-Maria,6,0,2016
Alinafi,0,4,2016
Alinda,22,0,2016
Alinde,3,0,2016
Aline,6824,0,2016
Alinka,3,0,2016
Alinne,4,0,2016
Alino,0,10,2016
Aliocha,0,8,2016
Aliona,39,0,2016
Alioscia,0,9,2016
Aliosha,0,6,2016
Aliosman,0,5,2016
Aliou,0,22,2016
Alioune,0,35,2016
Alipio,0,35,2016
Alira,3,0,2016
Alirami,0,11,2016
Aliraza,0,3,2016
Alireza,0,134,2016
Alirio,0,4,2016
Aliriza,0,37,2016
Aliréza,0,3,2016
Alis,67,33,2016
Alisa,925,0,2016
Alisan,0,35,2016
Alisar,5,0,2016
Alischa,45,0,2016
Alischia,4,0,2016
Alisdair,0,5,2016
Alise,19,0,2016
Alisea,32,0,2016
Aliseo,0,4,2016
Aliser,0,4,2016
Alisha,1146,0,2016
Alishah,0,4,2016
Alishan,0,4,2016
Alisher,0,8,2016
Alishia,20,0,2016
Alishya,6,0,2016
Alisia,74,0,2016
Alisija,5,0,2016
Alisina,0,9,2016
Alisja,3,0,2016
Alison,716,0,2016
Alisone,3,0,2016
Alissa,962,0,2016
Alissar,4,0,2016
Alissia,405,0,2016
Alisson,96,9,2016
Alissone,4,0,2016
Alissya,15,0,2016
Alistair,0,121,2016
Alister,0,19,2016
Alisya,13,0,2016
Alisée,7,0,2016
Alit,0,50,2016
Alita,13,0,2016
Aliu,0,4,2016
Aliuska,3,0,2016
Alivebi,0,6,2016
Alivia,9,0,2016
Alix,544,84,2016
Alixe,30,0,2016
Alixia,9,0,2016
Aliya,308,0,2016
Aliyah,276,0,2016
Aliyana,4,0,2016
Aliyar,0,5,2016
Aliye,43,0,2016
Aliyha,4,0,2016
Aliz,27,0,2016
Aliza,56,0,2016
Alizah,4,0,2016
Alize,3,0,2016
Alizee,8,0,2016
Alizeh,3,0,2016
Alizia,6,0,2016
Alizé,50,0,2016
Alizéa,4,0,2016
Alizée,369,0,2016
Aliénor,86,0,2016
Alja,19,0,2016
Aljajdin,0,8,2016
Aljan,0,4,2016
Aljaz,0,4,2016
Aljazi,3,0,2016
Aljaž,0,4,2016
Aljban,0,18,2016
Aljbana,5,0,2016
Aljbert,0,14,2016
Aljberta,5,0,2016
Aljbina,13,0,2016
Aljbine,5,0,2016
Aljbion,0,3,2016
Aljbnor,0,3,2016
Aljbnora,5,0,2016
Aljbona,4,0,2016
Aljbrim,0,5,2016
Aljbulena,6,0,2016
Aljbuljena,13,0,2016
Aljejna,3,0,2016
Alji,0,43,2016
Aljia,3,0,2016
Aljide,5,0,2016
Aljije,9,0,2016
Aljilj,0,6,2016
Aljim,0,6,2016
Aljima,5,0,2016
Aljirami,0,3,2016
Aljiriza,0,3,2016
Aljit,0,6,2016
Aljma,5,0,2016
Aljmedina,14,0,2016
Aljmedine,4,0,2016
Aljmir,0,5,2016
Aljmira,3,0,2016
Aljna,3,0,2016
Aljo,0,10,2016
Aljona,18,0,2016
Aljosa,0,24,2016
Aljoscha,0,70,2016
Aljosha,0,22,2016
Aljtin,0,4,2016
Alka,15,0,2016
Alkan,0,17,2016
Alke,9,0,2016
Alket,0,6,2016
Alketa,104,0,2016
Alkim,0,3,2016
Alkis,0,7,2016
Alkistis,5,0,2016
